name,code,address,state,off_ph_no,off_ph_no_2,fax_no,email,website,gender,res_type,aff_type,is_icse,is_isc,is_cve,princi_name
Mount Fort Academy,UT088,.indira Nagar Dehradun-248 001,UTTARAKHAND,01352763427,01352760987,,head@ut088cisce.org,ut088cisce.org,Co-ed.,Day,Permanent,True,True,False,Bela Sehgal
The Motessori School,UT089,"14, Street No. 1 Rajendra Nagar Dehra Dun Dehradun-248 001",UTTARAKHAND,01352757168,01352753040,01352753040,info.themontessorischool@gmail.com,ut089cisce.org,Co-ed.,Day,Provisional,True,True,False,Bimla Varma
The Himalayan Public School,UT091,"Kargi Grant Chander Vihar, By Pass Road Dehra Dun Dehradun-248 001",UTTARAKHAND,01352720362,01352722884,01352714693,head@ut091cisce.org,ut091cisce.org,Co-ed.,Day,Permanent,True,True,False,Neena Singh
Sanskar International School,UT092,Badripur Haridwar Road Dehra Dun Dehradun-248 005,UTTARAKHAND,01356543714,01352665466,,info@sisdoon.com,ut092cisce.org,Co-ed.,Day,Permanent,True,True,False,G. R. Gangwar
Unison World School,UT093,Kirsali Greens Mussoorie Diversion Road Dehra Dun Dehradun-248 009,UTTARAKHAND,01353000000,01353000004,01353000001,head@ut093cisce.org,ut093cisce.org,Girls,,Permanent,True,True,False,Veena Singh
Maria School,UT095,Kishenpur Jaspur P.O. Udham Singh Nagar-244 712,UTTARAKHAND,05947220187,,,mariaschooljaspur@gmail.com,ut095cisce.org,Co-ed.,Day,Permanent,True,True,False,Cyriac Kalampatt C.m.i.
Dehradun Public School,UT096,"Village Kandoli P.O. Bidholi, Via Premnagar Dehra Dun Dehradun-248 007",UTTARAKHAND,01352776050,,01352734361,dps@kinderhilfswerk.in,ut096cisce.org,Co-ed.,Day,Permanent,True,False,False,Dolly Priti I. Francis
Mount Carmel Christian Academy,UT097,Bagardhar Narendra Nagar Tehri Garhwal-249 175,UTTARAKHAND,01378223600,01378223601,01378223600,staff@ut097cisce.org,ut097cisce.org,Co-ed.,Day,Permanent,True,False,False,Lephen Thank Kumar
H I M Christian Academy,UT098,Matli Uttarkashi Uttarkashi-249 193,UTTARAKHAND,01374235380,,,head@ut098cisce.org,ut098cisce.org,Co-ed.,Day,Provisional,True,False,False,Pramodini Singh
St. Mary's School,UT099,"Bara Khera, Balram Nagar Gadarpur P.O. Gadarpur Udham Singh Nagar-263 152",UTTARAKHAND,05949232181,05949273133,,stmarygdr@gmail.com,ut099cisce.org,Co-ed.,Day,Provisional,True,False,False,Thomas Cmi
Confluence World Schoolonfluence World School,UT100,"Education Acres 6Km Milestone, Nh 74 Rudrapur Udham Singh Nagar-263148",UTTARAKHAND,08755712345,09760299000,05944281200,principal@confluence.edu.in,ut100cisce.org,Co-ed.,Day,Provisional,True,True,False,Prafulla Mani Pradhan
New Doon Blossoms School,UT101,Chak Danda Lakhond Dehradun-248 001,UTTARAKHAND,08881212703,,01352650393,newdoonblossoms@rediffmail.com,ut101cisce.org,Co-ed.,Day,Provisional,True,True,False,Col. J S Nayal
Mount Carmel School,UT102,Dudhpokhra P.O. Kaflang Champawat-262 523,UTTARAKHAND,05965211147,,,carmelchampawat@gmail.com,ut102cisce.org,Co-ed.,Day,Provisional,True,False,False,Bino Johny Cmi
Dr. D.c. Budakoti Vidyatri Public School,UT103,Vill. Grastanganj P.o. Kumbhichaur Kotdwara Pauri Garhwal-246149,UTTARAKHAND,+919897731096,+918273170443,01382212594,vps.kotdwara@yahoo.in,ut103cisce.org,Co-ed.,Day,Provisional,True,False,False,Santosh Bishth
St. Tara Academy,UT104,Miyanwala Chowk Haridwar Road Dehradun-248001,UTTARAKHAND,01352688346,,,st.tara99@gmail.com,ut104cisce.org,Co-ed.,Day,Provisional,True,False,False,Ruchi Nautiyal
Dehradun World School,UT105,Bagicha Road Nathuawala Dehradun-248008,UTTARAKHAND,7579063656,01352781749,01352781728,dwsdehradun@gmail.com,ut105cisce.org,Co-ed.,,Provisional,True,False,False,Ritu Singh Dawaan
Shri Ram Centennial School,UT106,"Village Sherpur, Shimla Bye Pass Road Dehradun-248197",UTTARAKHAND,01353954555,,,principal@srcsdoon.com,ut106cisce.org,Co-ed.,,Permanent,True,True,False,Desmond Dmonte
Mount Sinai School,UT107,Kachnalgazi Udham Singh Nagar-244713,UTTARAKHAND,05947260995,,05947260995,mountk@hotmail.com,ut107cisce.org,Co-ed.,Day,Provisional,True,False,False,Dimple Leemker Benjamin
Mary Mata School,UT108,"Chinyalisaur.p.o, Uttarkashi (Dt) Uttarkhand Uttarkashi (Dt) Uttarkashi Uttarkashi-249 196",UTTARAKHAND,01371237803,,,marymatac@yahoo.com,ut108cisce.org,Co-ed.,Day,Provisional,True,False,False,Mariyama Sacaria
Doon Hempton School,UT109,Rajiv Juyal Road (niranjanpur) Majra Dehradun Dehradun-248001,UTTARAKHAND,01352621523,9760816971,01352722758,head@ut109cisce.org,ut109cisce.org,Co-ed.,Day,Provisional,True,False,False,Ashish Bahuguna
All Saints' School,UT110,Bhagirathipuram Tehri - Garhwal Dist. Tehri Garhwal-249131,UTTARAKHAND,01376236644,0136225322,01382222511,allsaintsbpuram@gmail.com,ut110cisce.org,Co-ed.,Day,Provisional,True,False,False,Thereslit Alphonsa Ouseph Manjaly
Hillview International School,UT111,"121 Society Area, Post Office Road, Clement Town, Dehradun-248002",UTTARAKHAND,,,,hillviewschool.doon@gmail.com,ut111cisce.org,Co-ed.,Day,Provisional,True,False,False,Renuka Massey
Christ Academy,UT112,"Christ Nagar, Kothiyalsen Chamoli-246 401",UTTARAKHAND,01372262382,01382229287,01372262382,christacademygp@gmail.com,ut112cisce.org,Co-ed.,Day,Provisional,True,False,False,Sr. Mary Pj
Loreto Convent,WB001,G.T. Road Asansol Bardhaman-713 301,WEST BENGAL,03412281099,,03412281099,head@wb001cisce.org,wb001cisce.org,Girls,Day,Permanent,True,True,False,Jinny Sabu George
St. Vincent's High &Technical School,WB002,Hill View Park Asansol Bardhaman-713 301,WEST BENGAL,03412282310,,03412280528,head@wb002cisce.org,wb002cisce.org,Boys,Day,Provisional,True,True,False,Ravi Victor
St. Patrick's Higher Secondary School,WB003,G.T. Road Asansol Bardhaman-713 301,WEST BENGAL,9635162999,03412281059,03412280895,head@wb003cisce.org,wb003cisce.org,Boys,Day,Provisional,True,True,False,Nigel Michael D'souza
Assembly Of God Church School,WB004,G.t. Road (west) Asansol Bardhaman-713 304,WEST BENGAL,03412253603,,03412252788,agcsasl@rediffmail.com,wb004cisce.org,Girls,Day,Permanent,True,True,False,Joyce Anderson
Mary Immaculate School,WB005,Berhampore Murshidabad-742 101,WEST BENGAL,03482256474,,03482256474,mischoolb@gmail.com,wb005cisce.org,Co-ed.,Day,Permanent,True,True,False,Solly Solly
St. Xavier's School,WB006,P.O. Sripalli Burdwan Bardhaman-713 103,WEST BENGAL,03422644882,03422646846,03422646846,sxsbwn@gmail.com,wb006cisce.org,Co-ed.,Day,Permanent,True,True,False,G. Paul Arockiam S.j.
Auxilium Convent School,WB007,Hooghly P.o. Bandel Hooghly-712 103,WEST BENGAL,03326312460,03326314460,,head@wb007cisce.org,wb007cisce.org,Girls,D/R,Permanent,True,True,False,Rejina Joseph
Assembly Of God Church School,WB008,"125 / 1, Park Street Kolkata NA-700 017",WEST BENGAL,03322298288,03322294484,03322296811,head@wb008cisce.org,wb008cisce.org,Co-ed.,Day,Permanent,True,True,False,Victor Singh
Auxilium Convent School,WB009,"10, P.K. Guha Road Dum Dum Kolkata NA-700 028",WEST BENGAL,03325904291,,03325901133,acsddum@yahoo.com,wb009cisce.org,Girls,Day,Permanent,True,True,False,C.a. Esther Rani
Calcutta Boys' School,WB010,"72, Surendra Nath Banerjee Road Kolkata NA-700 014",WEST BENGAL,03322651531,03322656283,03322656283,calcuttaboysschool@gmail.com,wb010cisce.org,Boys,Day,Provisional,True,True,False,Raja Mcgee
Calcutta Girls' High School,WB011,"118, Princep Street Kolkata NA-700 072",WEST BENGAL,03322151540,03322152728,,cghschool@yahoo.co.in,wb011cisce.org,Girls,Day,Provisional,True,True,False,Basanti Biswas
Our Lady Queen Of The Missions School,WB012,"34, Syed Amir Ali Avenue Park Circus Kolkata NA-700 017",WEST BENGAL,03322908196,03322478196,,head@wb012cisce.org,wb012cisce.org,Girls,Day,Provisional,True,False,False,Kochurani Jacob V
Don Bosco School,WB013,"23, Darga Road Park Circus Kolkata NA-700 017",WEST BENGAL,03322879202,03322870414,,head@wb013cisce.org,wb013cisce.org,Boys,Day,Permanent,True,True,True,Bikash Mondal Mondal S.d.b.
Elias Meyer F.S. & T.T.,WB014,"50, Bepin Bihary Ganguly Street Kolkata NA-700 012",WEST BENGAL,03322371740,,03322371740,eliasmeyer50@gmail.com,wb014cisce.org,Boys,Day,Provisional,True,True,False,Sudha Tulshan
The Frank Anthony Public School,WB015,"171, Acharya Jagadish Chandra Bose Road Kolkata NA-700 014",WEST BENGAL,03322840488,03322848038,03322840488,head@wb015cisce.org,wb015cisce.org,Co-ed.,Day,Permanent,True,True,False,Ian T. Myers
La Martiniere For Boys,WB016,"11, Dr. U.n. Brahmachari Street Kolkata NA-700 017",WEST BENGAL,0334406612,0334406613,03322909529,lamartiniereboys@gmail.com,wb016cisce.org,Boys,D/R,Provisional,True,True,False,John Rafi
La Martiniere For Girls,WB017,"14, Rawdon Street Kolkata NA-700 017",WEST BENGAL,03322903841,03340406662,,head@wb017cisce.org,wb017cisce.org,Girls,D/R,Permanent,True,True,False,Rupkatha Sarkar
Loreto Day School,WB018,"Dharamtala 169, Lenin Sarani Kolkata NA-700 013",WEST BENGAL,03322127560,,03322127923,dharamtalaloreto@gmail.com,wb018cisce.org,Girls,Day,Permanent,True,True,False,Aruna Cecilia Gomes
Loreto Convent,WB019,"Entally ,tangra P. O. 1, Convent Lane Kolkata NA-700 015",WEST BENGAL,03323294891,,,head@wb019cisce.org,wb019cisce.org,Girls,D/R,Provisional,True,True,False,Jessica Gommes Surana
Loreto House,WB020,"7, Middleton Row Kolkata NA-700 071",WEST BENGAL,03322293565,03322160096,03322497767,loretohouse.school@gmail.com,wb020cisce.org,Girls,Day,Provisional,True,True,False,Marie Gaspar
Loreto Day School,WB021,"9, Elliot Road Kolkata NA-700 016",WEST BENGAL,03322294256,,,head@wb021cisce.org,wb021cisce.org,Girls,Day,Provisional,True,True,False,Sr. Marialla Anne D'souza
Pratt Memorial School,WB022,"168, Acharya Jagdish Chandra Bose Road Kolkata NA-700 014",WEST BENGAL,03322844593,,,head@wb022cisce.org,wb022cisce.org,Girls,D/R,Provisional,True,True,False,Meribah Suresh
St. James' School,WB023,"165, Acharya Jagdish Chandra Bose Road Kolkata NA-700 014",WEST BENGAL,03322841546,,03322843870,head@wb023cisce.org,wb023cisce.org,Boys,Day,Provisional,True,True,False,T. H. Ireland
St. Joseph's College,WB024,"69, Bow Bazar Street Kolkata NA-700 012",WEST BENGAL,03322121258,03322120392,03322121337,stjosephscollege.kol@gmail.com,wb024cisce.org,Boys,Day,Provisional,True,True,False,J. Banerjee
St. Mary's Orphanage And Day School,WB025,"103, Dum Dum Road Kolkata NA-700 030",WEST BENGAL,03325482060,,,smodumdum@hotmail.com,wb025cisce.org,Boys,D/R,Permanent,True,True,False,Joseph Dias
St. Mary's School,WB026,"91 / 1 B, Muzaffar Ahmed Street 92, Ripon Street Kolkata NA-700 016",WEST BENGAL,03322296757,,03322298451,smscal09@gmail.com,wb026cisce.org,Boys,Day,Permanent,True,True,False,Anthony Neethi Doss
St. Paul's Mission School,WB027,"5, Scott Lane Kolkata NA-700 009",WEST BENGAL,03330950583,03323500035,03323500035,staff@wb027cisce.org,wb027cisce.org,Co-ed.,Day,Provisional,True,True,False,Sanchita Biswas Sarkar
St. Thomas' Boys' School,WB028,"4, Diamond Harbour Road Kidderpore Kolkata NA-700 023",WEST BENGAL,03324793241,03324793242,03324399615,head@wb028cisce.org,wb028cisce.org,Boys,D/R,Provisional,True,True,False,John A. K. Ghosh
St. Thomas' Girls' School,WB029,"4, Diamond Harbour Road Kidderpore Kolkata NA-700 023",WEST BENGAL,03324793241,03324793242,03324490201,staff@wb029cisce.org,wb029cisce.org,Girls,D/R,Provisional,True,True,False,Pauline Swapna Mukherjee
St. Teresa's Secondary School,WB030,"72, Diamond Harbour Road Kidderpore Kolkata NA-700 023",WEST BENGAL,03324485913,03324497216,03324497216,stteresa_1885@rediffmail.com,wb030cisce.org,Girls,Day,Provisional,True,True,False,Margaret Subba F.c.
St. Thomas' Day School,WB031,"9, Mirza Ghalib Street Kolkata NA-700 087",WEST BENGAL,03322520249,03322520155,,st.thomas00@yahoo.com,wb031cisce.org,Co-ed.,Day,Permanent,True,True,False,Aniket Deb Roy
St. Xavier's Collegiate School,WB032,"30, Park Street Kolkata NA-700 016",WEST BENGAL,03322551171,03322551172,03322875735,sxcshm@gmail.com,wb032cisce.org,Boys,Day,Provisional,True,True,False,B. Thomas S.j.
Welland Gouldsmith School,WB033,"288, Bepin Behari Ganguly Street Kolkata NA-700 012",WEST BENGAL,03322255471,,,louisa.jackson@gmail.com,wb033cisce.org,Girls,D/R,Permanent,True,True,False,Louisa Jakson
St. Paul's Boarding & Day School,WB034,"68, Diamond Harbour Road Kidderpore Kolkata NA-700 023",WEST BENGAL,03324497185,,,head@wb034cisce.org,wb034cisce.org,Girls,Day,Permanent,True,True,False,"Juliet Rappai,"
The Oral School For Deaf Children,WB035,"4 B, Short Street Kolkata NA-700 016",WEST BENGAL,03340063895,03322816993,,osdc@theoralschool.in,wb035cisce.org,Co-ed.,Day,Permanent,True,False,False,Jaya Gangulie Mitra
Julien Day School,WB036,"35 E, Elgin Road Kolkata NA-700 020",WEST BENGAL,03324752055,,,head@wb036cisce.org,wb036cisce.org,Co-ed.,Day,Permanent,True,True,False,Colleen Smith
Armenian College And Philanthropic Academy,WB037,"56 B, Mirza Ghalib Street Kolkata NA-700 016",WEST BENGAL,03340109051,03322299051,03322275869,head@wb037cisce.org,wb037cisce.org,Co-ed.,,Provisional,True,False,False,Soumitra Mallik
St. Augustine's Day School,WB038,43 &47 -B Ripon Street Kolkata NA-700 016,WEST BENGAL,8336076103,8336076101,,head@wb038cisce.org,wb038cisce.org,Co-ed.,Day,Permanent,True,True,False,A. D. Gomes
Albany Hall Public School,WB039,"47, Gorachand Road Kolkata NA-700 014",WEST BENGAL,03322846680,,,head@wb039cisce.org,wb039cisce.org,Co-ed.,Day,Permanent,True,True,False,Terence John
Grace Ling Liang English School,WB040,"21 - B, Hughes Road Kolkata NA-700 046",WEST BENGAL,03323290219,,,head@wb040cisce.org,wb040cisce.org,Co-ed.,Day,Permanent,True,True,False,Dorothy Jane Mattews
The Park English School,WB041,"115, 3rd Floor Park Street Kolkata NA-700 016",WEST BENGAL,03322295426,03340631033,03322295426,head@wb041cisce.org,wb041cisce.org,Co-ed.,Day,Permanent,True,True,False,Francis Gomes
St. Joseph & Mary's School,WB042,"586, Block - N New Alipore Kolkata NA-700 053",WEST BENGAL,03324000928,03324000528,03324001259,head@wb042cisce.org,wb042cisce.org,Co-ed.,Day,Permanent,True,True,False,Bhakta Sunder Sharma
Sri Ram Narayan Singh Memorial High School,WB043,"10, Simla Street Kolkata NA-700 006",WEST BENGAL,03322411034,,03322198461,rnsmhs@gmail.com,wb043cisce.org,Co-ed.,Day,Permanent,True,True,False,Usha Singh
Saifee Golden Jubliee English Public School,WB044,"9, Park Lane Kolkata NA-700 016",WEST BENGAL,03322298684,03322297549,03322653786,head@wb044cisce.org,wb044cisce.org,Co-ed.,Day,Permanent,True,True,False,Syeda Sukaina Ali
W.w.a. Cossipore English School,WB045,"4, Dum Dum Road 59, Seven Tanks Estate Kolkata NA-700 002",WEST BENGAL,03325574373,,,head@wb045cisce.org,wb045cisce.org,Co-ed.,Day,Permanent,True,True,False,Jhumur Bajpai
Dolna Day School,WB046,"P-5, C.i.t. Scheme Rashbehari Connector Kolkata NA-700 042",WEST BENGAL,03324425032,03324424102,,head@wb046cisce.org,wb046cisce.org,Co-ed.,D/R,Permanent,True,True,False,Madhura Bhattacharya
Orient Day School,WB047,"33 B, James Long Sarani Behala Kolkata NA-700 034",WEST BENGAL,03323976810,03323992297,03323971412,head@wb047cisce.org,wb047cisce.org,Co-ed.,Day,Permanent,True,True,False,Jayanta Banerjee
St. Helen School,WB048,"21 B, Rani Shankari Lane Kolkata NA-700 026",WEST BENGAL,03324244061,03324544321,,st.helenschool@yahoo.co.in,wb048cisce.org,Co-ed.,Day,Permanent,True,True,False,Melville Samuel
Salt Lake School,WB049,Ca - 221 Salt Lake City Kolkata NA-700 064,WEST BENGAL,03323371477,03323596708,03323345112,head@wb049cisce.org,wb049cisce.org,Co-ed.,Day,Permanent,True,True,False,(ms.) Sugata Dsouza
Loyola High School,WB050,"54 / 3, Diamond Harbour Road Kolkata NA-700 027",WEST BENGAL,03324493611,03324494944,,rod_sem@yahoo.com,wb050cisce.org,Co-ed.,Day,Permanent,True,True,False,Fr. Rodney Borneo
Sri Aurobindo Institute Of Education,WB051,"9 - 12, C L - Block Sector Ii, Salt Lake City Kolkata NA-700 091",WEST BENGAL,03323209319,,03323377340,sri_aurobindo@dataone.in,wb051cisce.org,Co-ed.,Day,Permanent,True,True,False,Debleena Bhattacharya
The Future Foundation School,WB052,"Lakshmi House 3, Regent Park Kolkata NA-700 040",WEST BENGAL,03324712612,03324715733,03324715733,head@wb052cisce.org,wb052cisce.org,Co-ed.,Day,Permanent,True,True,False,Ranjan Mitter
Harrow Hall,WB053,"27 - B, Park Street Kolkata NA-700 016",WEST BENGAL,03322522404,,,head@wb053cisce.org,wb053cisce.org,Co-ed.,Day,Provisional,True,False,False,Jayashree Majumder
Mansur Habibullah Memorial School,WB054,"Hamida Hall, 31, Chandi Ghosh Road Tollygunge Kolkata NA-700 040",WEST BENGAL,03324712220,,03323117277,mhmscal@gmail.com,wb054cisce.org,Co-ed.,Day,Provisional,True,True,False,Suparna Majumdar
G.d. Birla Centre For Education,WB055,"118, N.s.c. Bose Road Tollygunge Kolkata NA-700 040",WEST BENGAL,03324116086,03324111800,03324817628,p.gdb@ashokhall.net,wb055cisce.org,Girls,Day,Permanent,True,True,False,Suparna Hingorani
Seventh Day Adventist Senior Secondary School,WB056,"36, Park Street Kolkata NA-700 016",WEST BENGAL,03322902008,+918420234111,8420234111,head@wb056cisce.org,wb056cisce.org,Co-ed.,Day,Provisional,True,True,False,Ashok Gill
Rajasthan Vidya Mandir,WB057,"36, Baranashi Ghosh Street Kolkata NA-700 007",WEST BENGAL,03322729480,03322693798,03322693798,principalrvmkolkata@gmail.com,wb057cisce.org,Girls,Day,Provisional,True,True,False,Bacha Singh
Hirendra Leela Patranavis School,WB059,"25 / 20, Prince Golam Md. Shah Road Golf Garden Kolkata NA-700 095",WEST BENGAL,03324131158,03324720137,03324720137,hlpsbhs@gmail.com,wb059cisce.org,Co-ed.,Day,Permanent,True,True,False,Sumana Parvat
St. Joseph's Convent,WB060,Strand Road P.O. Chandan Nagar Chandannagar Hooghly-712 136,WEST BENGAL,03326855030,03326855421,03326855030,stjoseph_1861@yahoo.co.in,wb060cisce.org,Girls,Day,Provisional,True,True,False,Anna Maria
St. Joseph's Convent High School,WB061,"D - 26, Ashok Avenue P.o. Chittaranjan Chittaranjan Bardhaman-713 331",WEST BENGAL,9547051198,9434025171,,head@wb061cisce.org,wb061cisce.org,Co-ed.,Day,Permanent,True,True,False,Shwetha B.s.
St. Xavier's School,WB062,"Bidhannagar, Po: Abl Township - 713 206, Durgapur Bardhaman-713 206",WEST BENGAL,03432502181,9233516998,03432502333,staff@wb062cisce.org,wb062cisce.org,Boys,Day,Permanent,True,True,False,Fr. Zenith William S.j.
Carmel Convent High School,WB063,M.A.M.C. Durgapur Bardhaman-713 210,WEST BENGAL,03432504368,03432600918,,carmelmamcdgp@gmail.com,wb063cisce.org,Girls,Day,Permanent,True,False,False,M. Nishita A.c.
Assembly Of God Church School,WB064,Gurudwara Road Benachity Durgapur Bardhaman-713 213,WEST BENGAL,03432582953,03432586294,03432582953,head@wb064cisce.org,wb064cisce.org,Co-ed.,Day,Permanent,True,True,False,S. Swarnakar
St. Peter's School,WB065,Mirabai Road Durgapur Bardhaman-713 204,WEST BENGAL,03432564132,,9103432564132,head@wb065cisce.org,wb065cisce.org,Co-ed.,Day,Permanent,True,True,False,Archana Adhikary Dey
St. Michael's School,WB066,Aldrin Path Bidhan Nagar Durgapur Bardhaman-713 212,WEST BENGAL,03432535814,,03432534242,saintmi09@gmail.com,wb066cisce.org,Co-ed.,Day,Permanent,True,True,False,Mathew Prasad John
Pranavananda Vidyamandir,WB067,Chaitanya Avenue Durgapur Bardhaman-713 205,WEST BENGAL,03432563333,,03432563333,head@wb067cisce.org,wb067cisce.org,Co-ed.,Day,Permanent,True,True,False,Surita Mukherji
Bidhan School,WB068,"Ispat Palli, Bidhan Nagar Durgapur Bardhaman-713 212",WEST BENGAL,03432537733,,,romanisha69@yahoo.co.in,wb068cisce.org,Co-ed.,Day,Permanent,True,True,False,Roma Ann-nisha Prodhan
Mount Hermon School,WB069,Darjeeling-734 104,WEST BENGAL,09333982819,03542270245,03542270255,mhsdarj@gmail.com,wb069cisce.org,Co-ed.,Day,Provisional,True,True,False,Terrence Wharton
Loreto Convent School,WB070,Darjeeling-734 101,WEST BENGAL,03542255016,,,loretoconventdarj@gmail.com,wb070cisce.org,Girls,Day,Provisional,True,True,False,Geraldine Moktan
St. Joseph's College,WB071,(School Department) North Point P.O. Darjeeling-734 104,WEST BENGAL,03542259153,,,sjsnorthpoint@gmail.com,wb071cisce.org,Boys,D/R,Provisional,True,True,False,Fr. Shajumon C. K. S.j.
St. Paul's School,WB072,P.O. Jalapahar Darjeeling-734 103,WEST BENGAL,03542252334,03542256457,03542252062,rector.spsdarj@gmail.com,wb072cisce.org,Boys,,Provisional,True,True,False,. .
Vidya Vikash Academy,WB073,", Hermitage Darjeeling-734 101",WEST BENGAL,03542253198,03542255355,,vvadarjeeling@gmail.com,wb073cisce.org,Co-ed.,D/R,Permanent,True,True,False,Padma Lama
West Point School,WB074,"18, Gandhi Road Darjeeling-734 101",WEST BENGAL,03542272004,03542272105,,westpointschool123@gmail.com,wb074cisce.org,Co-ed.,D/R,Permanent,True,True,False,Mendarawa Ghising
Bhadra Sheela Memorial Institutions,WB075,P.O. Lebong Darjeeling-734 105,WEST BENGAL,03542276268,03542276731,,bsmi_school@yahoo.com,wb075cisce.org,Co-ed.,Day,Provisional,True,True,False,Pratap Singh Rai
Julien Day School,WB076,Jessore Road P.O. Ganganagar Ganganagar North 24 Parganas-700 132,WEST BENGAL,03365010851,03365010344,03365010851,jds_gan@yahoo.com,wb076cisce.org,Co-ed.,Day,Permanent,True,True,False,Bobby Baxter
Don Bosco School,WB077,"136 Girish Ghosh Road, P.O. Liluah, P.S. - Belur, Howrah, Liluah Howrah-711 204",WEST BENGAL,03326553553,03326551075,03326555989,principal@donboscoliluah.org,wb077cisce.org,Boys,D/R,Provisional,True,True,True,Sunit Kiro
St. Agnes' Convent School,WB078,"1, King'S Road Howrah-711 101",WEST BENGAL,03326664224,03326667110,,stagnesconventschool@gmail.com,wb078cisce.org,Girls,Day,Provisional,True,True,False,Teresa Chungath F.c.
St. Thomas' Church School,WB079,"3, Church Road Howrah-711 101",WEST BENGAL,03332579283,923070908,03326382617,stcsh1860@gmail.com,wb079cisce.org,Co-ed.,,Permanent,True,True,False,Philip Christopher Daniels
St. Aloysius Orphanage And Day School,WB080,"2, Mukhram Kanoria Road Howrah-711 101",WEST BENGAL,03326503655,03326602272,,staloysiuschoolhowrah@gmail.com,wb080cisce.org,Boys,Day,Permanent,True,False,False,T. G. Kuriakose
Sunrise ( English Medium ) School,WB081,"28 / 1, G. T. Road Belur Math Howrah-711 202",WEST BENGAL,03326548409,03326546098,03326547892,head@wb081cisce.org,wb081cisce.org,Co-ed.,Day,Permanent,True,True,False,Sunita Srivastava
Little Star High School,WB082,"154, G.T. Road Bally Howrah-711 201",WEST BENGAL,03326483090,03326545847,03326480033,head@wb082cisce.org,wb082cisce.org,Co-ed.,Day,Provisional,True,True,False,Seema Kedia
S. E. Rly. Mixed High School ( English Medium ),WB083,P. O. Jagacha SANTRAGACHI Howrah-711 311,WEST BENGAL,03326582766,,,head@wb083cisce.org,wb083cisce.org,Co-ed.,Day,Provisional,True,True,False,Kumari Sona
St. Thomas' High School,WB084,Chapaladebi Road Dass Nagar Howrah-711 105,WEST BENGAL,03365401744,03326530334,03326530334,head@wb084cisce.org,wb084cisce.org,Co-ed.,Day,Permanent,True,True,False,Victor Felix
Don Bosco School,WB085,Po Hooghly Bandel Hooghly-712 103,WEST BENGAL,03326312437,03326312248,03326310265,head@wb085cisce.org,wb085cisce.org,Boys,D/R,Permanent,True,True,False,K V James Sdb
Dreamland School,WB086,T.N. Mukherjee Road P.O. Makhla Makhla Hooghly-712 245,WEST BENGAL,03326634888,03326641987,,icuttarpara@gmail.com,wb086cisce.org,Co-ed.,Day,Provisional,True,True,False,Indranil Chatterjee
Raymond Mem. Higher Secondary School,WB087,P.O. Falakata Falakata Jalpaiguri-735 211,WEST BENGAL,03563260239,,03563260239,wb087rmhss@yahoo.in,wb087cisce.org,Co-ed.,,Permanent,True,True,False,Benoy Tirkey
St. James' High School,WB088,P.O. Binnaguri Binnaguri Jalpaiguri-753 203,WEST BENGAL,03563259180,,03563259023,sjsbinnaguri@rediffmail.com,wb088cisce.org,Co-ed.,Day,Permanent,True,True,False,George Joseph
Holy Child School,WB089,P.O. Mohitnagar Jalpaiguri-735 101,WEST BENGAL,03561255290,03561255291,03561255290,holychildjalpaiguri@gmail.com,wb089cisce.org,Co-ed.,Day,Permanent,True,True,False,Saiby Joseph
Dr. Graham's Homes,WB090,Kalimpong Kalimpong Darjeeling-734 301,WEST BENGAL,03552274632,03552274769,03552274012,head@wb090cisce.org,wb090cisce.org,Co-ed.,D/R,Provisional,True,True,False,Niel Conrad Monteiro
St. Augustine's School,WB091,P.o. Kalimpong Kalimpong Darjeeling-734 301,WEST BENGAL,03552255275,03552255926,03552255926,head@wb091cisce.org,wb091cisce.org,Boys,D/R,Provisional,True,True,False,Jerad Lepcha
St. Joseph's Convent,WB092,P.o. Kalimpong Kalimpong Darjeeling-734 301,WEST BENGAL,03552260098,,03552257930,head@wb092cisce.org,wb092cisce.org,Girls,D/R,Provisional,True,True,False,Erica Lepcha
Dow Hill School,WB093,P. O. Dow Hill Kurseong Darjeeling-734 204,WEST BENGAL,03542332253,,03542332253,archusubver@gmail.com,wb093cisce.org,Girls,D/R,Provisional,True,False,False,Chandralekha Sarkar
Victoria Boys' School,WB094,P. O. Dow Hill Kurseong Darjeeling-734 204,WEST BENGAL,03542332250,,,hm_vbs_125@yahoo.in,wb094cisce.org,Boys,,Provisional,True,False,False,Jayanta Pal
Goethals Memorial School,WB095,P.O. Kurseong Kurseong Darjeeling-734 203,WEST BENGAL,03542331020,09732035255,03542331214,head@wb095cisce.org,wb095cisce.org,Boys,D/R,Provisional,True,True,False,Robert Fernandes
St. Helen's Secondary School,WB096,Hill Cart Road Dumaram Kurseong Darjeeling-734 203,WEST BENGAL,03542344521,03542344358,03542344358,awitrong@yahoo.com,wb096cisce.org,Girls,D/R,Permanent,True,True,False,Rose Namattathil
Himali Boarding School,WB097,Dumaram P.o. Kurseong Kurseong Darjeeling-734 203,WEST BENGAL,03542332376,,03542332374,head@wb097cisce.org,wb097cisce.org,Co-ed.,D/R,Provisional,True,True,False,Robindra Subba
Lewis English School,WB098,Ward No. 3 P.O. Mirik Kurseong Darjeeling-734 214,WEST BENGAL,03542243014,,,head@wb098cisce.org,wb098cisce.org,Co-ed.,D/R,Permanent,True,False,False,Leonard Subba
