name,state,address,city,city_location,latitude,longitude
THE DOON SCHOOL,UTTARAKHAND,"CHAND BAGH, POST BOX NO. 36 CANTONMENT, MALL ROAD DEHRA DUN DEHRADUN-248 003",DELHI CANTONMENT,"(28.6, 77.1333)",28.686701,77.104933
GURU NANAK ACADEMY,UTTARAKHAND,RAIPUR ROAD P.O. BOX NO. 35 DEHRA DUN DEHRADUN-248 001,DEHRADUN,"(30.345, 78.029)",30.276722,78.067085
ST. JOSEPH'S ACADEMY,UTTARAKHAND,"12, RAJPUR ROAD DEHRA DUN DEHRADUN-248 001",RAJPUR,"(22.3053, 74.3525)",22.374124,74.383051
ST. THOMAS' COLLEGE,UTTARAKHAND,"2, CROSS ROAD DEHRA DUN DEHRADUN-248 001",DEHRADUN,"(30.345, 78.029)",30.303554,78.105605
WELHAM GIRLS' SCHOOL,UTTARAKHAND,"19, MUNICIPAL ROAD DALANWALA DEHRADUN-248 001",DEHRADUN,"(30.345, 78.029)",30.352424,78.109834
MORAVIAN INSTITUTE,UTTARAKHAND,ZHAN-PHAN-LING RAJPUR DEHRADUN-248 009,DEHRADUN,"(30.345, 78.029)",30.333926,78.064415
RAJA RAM MOHAN ROY ACADEMY,UTTARAKHAND,CLEMENT TOWN CLEMENT TOWN DEHRADUN-248 002,DEHRADUN,"(30.345, 78.029)",30.348015,77.959482
MARSHALL SCHOOL,UTTARAKHAND,"40, EAST CANAL ROAD DEHRA DUN DEHRADUN-248 001",DEHRADUN,"(30.345, 78.029)",30.437746,78.112724
DOON CAMBRIDGE SCHOOL,UTTARAKHAND,"20 E, RACE COURSE DEHRA DUN DEHRADUN-248 001",DEHRADUN,"(30.345, 78.029)",30.296898,78.048199
THE HERITAGE SCHOOL,UTTARAKHAND,"14 / 6, NEW ROAD DEHRA DUN DEHRADUN-248 001",NEW DELHI,"(28.6139, 77.209)",28.706441,77.273459
CONSTANCIA  SCHOOL,UTTARAKHAND,P. O. MAJRA SAHARANPUR ROAD DEHRADUN-248 179,SAHARANPUR,"(29.964, 77.546)",29.947138,77.595997
CARMAN RES. & DAY SCHOOL,UTTARAKHAND,"24, NEHRU ROAD DALANWALA DEHRADUN-248 001",DEHRADUN,"(30.345, 78.029)",30.260135,78.057861
BRIGHTLANDS SCHOOL,UTTARAKHAND,"1, DICK ROAD DALANWALA DEHRADUN-248 001",DEHRADUN,"(30.345, 78.029)",30.286753,77.976466
ST. GEORGE'S COLLEGE,UTTARAKHAND,P. O. BARLOWGANJ MUSSOORIE DEHRADUN-248 122,DEHRADUN,"(30.345, 78.029)",30.328275,77.956657
HILTON'S SCHOOL,UTTARAKHAND,BRIGHT LAND'S ESTATE P.O. MAJRA DEHRA DUN DEHRADUN-248 179,DEHRADUN,"(30.345, 78.029)",30.321273,77.960061
CARMAN RES. & DAY SCHOOL,UTTARAKHAND,SHYAMPUR PREM NAGAR DEHRADUN-248 007,DEHRADUN,"(30.345, 78.029)",30.398174,78.101239
ST. JOSEPH'S CONVENT SCHOOL,UTTARAKHAND,KOTDWARA KOTDWARA PAURI GARHWAL-246 149,KOTDWARA,"(29.75, 78.53)",29.700778,78.610544
GURU NANAK FIFTH CENTENARY SCHOOL,UTTARAKHAND,VINCENT HILL MUSSOORIE DEHRADUN-248 179,DEHRADUN,"(30.345, 78.029)",30.274052,77.931249
MUSSOORIE PUBLIC SCHOOL,UTTARAKHAND,"PRATAP BHAWAN, THE MALL MUSSOORIE DEHRADUN-248 179",DEHRADUN,"(30.345, 78.029)",30.25667,78.063586
WYNBERG ALLEN SCHOOL,UTTARAKHAND,HENRY ALLEN ROAD BALA HISSAR MUSSOORIE DEHRADUN-248 179,DEHRADUN,"(30.345, 78.029)",30.274123,78.015043
MUSSOORIE INTERNATIONAL SCHOOL,UTTARAKHAND,SRINAGAR ESTATE POLO GROUND MUSSOORIE DEHRADUN-248 179,SRINAGAR,"(34.09, 74.79)",34.015798,74.827969
ALL SAINTS COLLEGE,UTTARAKHAND,00 TALLITAL NAINITAL-263 002,NAINI,"(25.832, 84.7179)",25.816806,84.817827
SHERWOOD COLLEGE,UTTARAKHAND,NAINITAL-263 001,NAINI,"(25.832, 84.7179)",25.907895,84.709199
ST. JOSEPH'S COLLEGE,UTTARAKHAND,NAINITAL-263 002,NAINI,"(25.832, 84.7179)",25.904827,84.727433
ST. MARY'S CONVENT COLLEGE,UTTARAKHAND,RAMNEE PARK RAMNEE PARK NAINITAL-263 002,NAINI,"(25.832, 84.7179)",25.777462,84.657184
ST. THOMAS CONVENT SCHOOL,UTTARAKHAND,PAURI PAURI GARHWAL-246 001,GARHWA,"(24.11, 83.81)",24.071734,83.829117
MODERN SCHOOL,UTTARAKHAND,JIWANI MAI ROAD RISHIKESH DEHRADUN-249 201,DEHRADUN,"(30.345, 78.029)",30.267735,78.046491
S. D. A. INTER COLLEGE,UTTARAKHAND,""" THE RETREAT "" POST BOX NO. 46 ROORKEE HARIDWAR-247 667",HARIDWAR,"(29.945, 78.163)",30.01105,78.094683
ST. JOHN'S SENIOR SECONDARY SCHOOL,UTTARAKHAND,"46, CIVIL LINES ROORKEE HARIDWAR-247 667",HARIDWAR,"(29.945, 78.163)",29.850855,78.070432
MASSEEH DILASA SCHOOL,UTTARAKHAND,TILOTH UTTARKASHI TEHRI GARHWAL-249 193,GARHWA,"(24.11, 83.81)",24.159623,83.903279
OMKARANANDA SARASWATI NILAYAM,UTTARAKHAND,"MUNI-KI-RETI, KAILASH GATE RISHIKESH TEHRI GARHWAL-249 201",RISHIKESH,"(30.1083, 78.2972)",30.111502,78.310512
BALA HISSAR ACADEMY,UTTARAKHAND,"5, MUNICIPAL ROAD DEHRA DUN DEHRADUN-248 001",DEHRADUN,"(30.345, 78.029)",30.33296,78.102939
PINE HALL SCHOOL,UTTARAKHAND,"28, RAJPUR ROAD DEHRA DUN DEHRADUN-248 001",RAJPUR,"(22.3053, 74.3525)",22.331075,74.375869
ST. THERESA'S SCHOOL,UTTARAKHAND,. SRINAGAR GARHWAL PAURI GARHWAL-246 174,SRINAGAR,"(34.09, 74.79)",34.039066,74.822711
MAA ANANDMAYEE MEMORIAL SCHOOL,UTTARAKHAND,P.O. RAIWALA RAIWALA DEHRADUN-249 205,DEHRADUN,"(30.345, 78.029)",30.367417,78.072813
SWAMI HARIHARANAND PUBLIC SCHOOL,UTTARAKHAND,GANDHI ROAD KANKHAL HARIDWAR-249 408,HARIDWAR,"(29.945, 78.163)",30.008971,78.219093
ALL SAINTS CONVENT SCHOOL,UTTARAKHAND,NEW TEHRI TEHRI GARHWAL-249 001,GARHWA,"(24.11, 83.81)",24.132181,83.795529
TOUCH WOOD SCHOOL,UTTARAKHAND,"VILLAGE DANDA NOORIWALA, P.O. GUJRADA SAHASTRADHARA ROAD DEHRA DUN DEHRADUN-248 001",CHAKRADHARPUR,"(22.7, 85.63)",22.712423,85.640742
SUMMER VALLEY SCHOOL,UTTARAKHAND,"18, TEG BAHADUR ROAD DEHRA DUN DEHRADUN-248 001",DEHRADUN,"(30.345, 78.029)",30.39888,77.990226
ASHOK HALL GIRLS' RESIDENTIAL SCHOOL,UTTARAKHAND,P.O. MAJKHALI ALMORA-263 652,ALMORA,"(29.5971, 79.6591)",29.511776,79.627753
JYOTI VIDYALAYA,UTTARAKHAND,BADRINATH ROAD JOSHINATH JOSHIMATH CHAMOLI-246 443,JOSHIMATH,"(30.555, 79.565)",30.49821,79.635977
SEVEN OAKS SCHOOL,UTTARAKHAND,"332, GARHI CANTT. DEHRA DUN DEHRADUN-248 003",DEHRADUN,"(30.345, 78.029)",30.419936,77.981731
NORTH POINT CHILDREN ACADEMY,UTTARAKHAND,"50, TAPKESHWAR ROAD GARHI DEHRA DUN CANTT. DEHRADUN-248 003",DEHRADUN,"(30.345, 78.029)",30.379139,78.122448
ANN MARY SCHOOL,UTTARAKHAND,GENERAL MAHADEO SINGH ROAD DEHRA DUN DEHRADUN-248 001,DEHRADUN,"(30.345, 78.029)",30.352803,77.968616
THE INDIAN CAMBRIDGE SCHOOL,UTTARAKHAND,"12, CHANDER ROAD, DALANWALA DALANWALA DEHRADUN-248 001",DEHRADUN,"(30.345, 78.029)",30.285687,78.094859
BRIJWASI SCHOLARS' CAMBRIDGE,UTTARAKHAND,A.K. HOUSE HEERA NAGAR HALDWANI NAINITAL-263 139,NAWA NAGAR NIZAMAT,"(26.2895, 84.9351)",26.331814,84.905725
RISHIKESH PUBLIC SCHOOL,UTTARAKHAND,HARIDWAR ROAD RISHIKESH DEHRADUN-249 201,DEHRADUN,"(30.345, 78.029)",30.403157,77.974604
DOON PRESIDENCY SCHOOL,UTTARAKHAND,"2 - B, PREMNAGAR DEHRA DUN DEHRADUN-248 007",DEHRADUN,"(30.345, 78.029)",30.255717,78.123121
DOON PUBLIC SCHOOL,UTTARAKHAND,BHANIYAWALA DEHRADUN - RISHIKESH ROAD DEHRADUN-248 144,DEHRADUN,"(30.345, 78.029)",30.315982,78.102278
ST. JUDE'S SCHOOL,UTTARAKHAND,WEST CANAL ROAD P.O. MAJRA DEHRA DUN DEHRADUN-248 002,DEHRADUN,"(30.345, 78.029)",30.308929,78.032387
SHIWALIK INTERNATIONAL SCHOOL,UTTARAKHAND,"28 / 32, SAHARANPUR ROAD DEHRADUN-248 001",SAHARANPUR,"(29.964, 77.546)",29.897836,77.58672
BROOKLYN SCHOOL,UTTARAKHAND,"3/1, CURZON ROAD DALANWALA DEHRADUN-248 001",DEHRADUN,"(30.345, 78.029)",30.254315,77.993597
KOORMANCHAL ACADEMY,UTTARAKHAND,", POKHAR KHALI ALMORA-263 601",ALMORA,"(29.5971, 79.6591)",29.694641,79.701357
MOUNT SINAI SCHOOL,UTTARAKHAND,RAM NAGAR NAINITAL-244 715,AGAR,"(23.7118, 76.0157)",23.798851,76.091235
DOON CAMBRIDGE SCHOOL,UTTARAKHAND,E40 -41 INDUSTRIAL AREA HARIDWAR-249 401,HARIDWAR,"(29.945, 78.163)",30.02188,78.175537
HOPETOWN GIRLS' SCHOOL,UTTARAKHAND,RAJAWALA ROAD (OFF CHAKRATA ROAD) 19TH MILESTONE DEHRADUN-248 197,CHAUKHATA,"(25.0247, 81.7375)",25.028149,81.707165
CONVENT OF JESUS AND MARY,UTTARAKHAND,HAMPTION COURT MUSSOORIE DEHRADUN-248 179,DEHRADUN,"(30.345, 78.029)",30.264472,77.951836
THE INDIAN PUBLIC SCHOOL,UTTARAKHAND,"""MRITYUNJAY DHAM"" AT P.O. RAJAWALA (VIA) PREM NAGAR DEHRADUN-248 007",NAWA NAGAR NIZAMAT,"(26.2895, 84.9351)",26.203873,85.015548
DOON BLOSSOMS SCHOOL,UTTARAKHAND,"NO. 7, UGGAR ROAD DALANWALA DEHRA DUN DEHRADUN-248 001",DEHRADUN,"(30.345, 78.029)",30.393213,77.970624
PRESIDENCY INTERNATIONAL SCHOOL,UTTARAKHAND,HARIDWAR ROAD P.O. BHANIYAWALA DEHRA DUN DEHRADUN-248 144,HARIDWAR,"(29.945, 78.163)",29.87976,78.220095
LOVEDALE ACADEMY,UTTARAKHAND,TURNER ROAD CLEMENT TOWN DEHRADUN-248 002,DEHRADUN,"(30.345, 78.029)",30.291392,78.01941
THE ARYAN SCHOOL,UTTARAKHAND,MUSSOORIE DIVERSION ROAD MALSI DEHRADUN-248 003,DEHRADUN,"(30.345, 78.029)",30.328419,78.027599
ST. XAVIER'S SCHOOL,UTTARAKHAND,MAUZA DHORAN KHAS SHASHASTRADHARA ROAD P.O. GUJRADA DEHRADUN-248 001,TABHKA KHAS,"(25.6518, 85.9426)",25.664329,85.86912
MOTHER LAND ACADEMY,UTTARAKHAND,"SHIBBUNAGAR NEAR DEVI TEMPLE, DEVI ROAD KOTDWARA PAURI GARHWAL-246 149",KALKAJI DEVI,"(28.5485, 77.2513)",28.615903,77.264221
SANDAL WOOD SCHOOL,UTTARAKHAND,KARGI GRANT BANJARAWALA ROAD DEHRADUN-248 001,DEHRADUN,"(30.345, 78.029)",30.409284,77.942009
ST. ANDREW'S PUBLIC SCHOOL,UTTARAKHAND,BHOWALI NAINITAL-263 132,NAINI,"(25.832, 84.7179)",25.872893,84.733849
THE MUSSOORIE GIRLS & BOYS SCHOOL,UTTARAKHAND,CAMEL'S BACK ROAD MUSSOORIE DEHRADUN-248 179,DEHRADUN,"(30.345, 78.029)",30.408007,77.942576
KAY CEE PUBLIC SCHOOL,UTTARAKHAND,SHASHI VIHAR GOVIND GARH DEHRADUN-248 001,DEHRADUN,"(30.345, 78.029)",30.267735,78.038338
SHIGALLY HILL INTERNATIONAL ACADEMY,UTTARAKHAND,DOON VALLEY SHIGALLY ESTATE P.O. BOX NO. 239 DEHRADUN-248001,DEHRADUN,"(30.345, 78.029)",30.390928,77.957194
SUNRISE ACADEMY,UTTARAKHAND,OPP. DEAL RAIPUR ROAD DEHRADUN-248 001,RAIPUR,"(21.25, 81.63)",21.177774,81.588533
AGAPE MISSION SCHOOL,UTTARAKHAND,"GUMANIWALA, BY-PASS ROAD SHYAMPUR RISHIKESH DEHRADUN-249 204",DEHRADUN,"(30.345, 78.029)",30.304881,78.039128
FLOWER DALE SCHOOL,UTTARAKHAND,"53 - A, TAPKESHWAR ROAD GARHI CANTT. DEHRADUN-248 003",DEHRADUN,"(30.345, 78.029)",30.391177,77.982712
HILL BIRD SCHOOL,UTTARAKHAND,BARLOWGANJ MUSSOORIE DEHRADUN-248 122,DEHRADUN,"(30.345, 78.029)",30.347846,78.006119
CARMEL SCHOOL,UTTARAKHAND,CHAMBA TEHRI GARHWAL-249 145,GARHWA,"(24.11, 83.81)",24.037253,83.867185
DOON VALLEY PUBLIC SCHOOL,UTTARAKHAND,VILLAGE JOHRI P.O. SINOLA DEHRA DUN DEHRADUN-248 003,DEHRADUN,"(30.345, 78.029)",30.318325,78.042588
MOUNT FORT ACADEMY,UTTARAKHAND,.INDIRA NAGAR DEHRADUN-248 001,DEHRADUN,"(30.345, 78.029)",30.418625,77.92914
THE MOTESSORI SCHOOL,UTTARAKHAND,"14, STREET NO. 1 RAJENDRA NAGAR DEHRA DUN DEHRADUN-248 001",DEHRADUN,"(30.345, 78.029)",30.261946,78.099423
THE HIMALAYAN PUBLIC SCHOOL,UTTARAKHAND,"KARGI GRANT CHANDER VIHAR, BY PASS ROAD DEHRA DUN DEHRADUN-248 001",CHANDRERU,"(16.82, 81.99)",16.780769,82.001427
SANSKAR INTERNATIONAL SCHOOL,UTTARAKHAND,BADRIPUR HARIDWAR ROAD DEHRA DUN DEHRADUN-248 005,HARIDWAR,"(29.945, 78.163)",29.94952,78.164041
UNISON WORLD SCHOOL,UTTARAKHAND,KIRSALI GREENS MUSSOORIE DIVERSION ROAD DEHRA DUN DEHRADUN-248 009,MUSSOORIE,"(30.45, 78.08)",30.354808,78.017394
MARIA SCHOOL,UTTARAKHAND,KISHENPUR JASPUR P.O. UDHAM SINGH NAGAR-244 712,JASPUR,"(29.2833, 78.8167)",29.327849,78.782558
DEHRADUN PUBLIC SCHOOL,UTTARAKHAND,"VILLAGE KANDOLI P.O. BIDHOLI, VIA PREMNAGAR DEHRA DUN DEHRADUN-248 007",KARVETNAGAR,"(13.4167, 79.45)",13.39506,79.470047
MOUNT CARMEL CHRISTIAN ACADEMY,UTTARAKHAND,BAGARDHAR NARENDRA NAGAR TEHRI GARHWAL-249 175,GARHWA,"(24.11, 83.81)",24.188079,83.710594
H I M CHRISTIAN ACADEMY,UTTARAKHAND,MATLI UTTARKASHI UTTARKASHI-249 193,UTTARKASHI,"(30.73, 78.45)",30.636756,78.388347
ST. MARY'S SCHOOL,UTTARAKHAND,"BARA KHERA, BALRAM NAGAR GADARPUR P.O. GADARPUR UDHAM SINGH NAGAR-263 152",PAURA MADAN SINGH,"(25.7917, 85.2333)",25.805293,85.268814
CONFLUENCE WORLD SCHOOLONFLUENCE WORLD SCHOOL,UTTARAKHAND,"EDUCATION ACRES 6KM MILESTONE, NH 74 RUDRAPUR UDHAM SINGH NAGAR-263148",PAURA MADAN SINGH,"(25.7917, 85.2333)",25.744747,85.208837
NEW DOON BLOSSOMS SCHOOL,UTTARAKHAND,CHAK DANDA LAKHOND DEHRADUN-248 001,DEHRADUN,"(30.345, 78.029)",30.25914,78.086692
MOUNT CARMEL SCHOOL,UTTARAKHAND,DUDHPOKHRA P.O. KAFLANG CHAMPAWAT-262 523,POKHRAM,"(25.9358, 86.1974)",25.939706,86.237933
DR. D.C. BUDAKOTI VIDYATRI PUBLIC SCHOOL,UTTARAKHAND,VILL. GRASTANGANJ P.O. KUMBHICHAUR KOTDWARA PAURI GARHWAL-246149,KOTDWARA,"(29.75, 78.53)",29.832616,78.541671
ST. TARA ACADEMY,UTTARAKHAND,MIYANWALA CHOWK HARIDWAR ROAD DEHRADUN-248001,DEHRADUN,"(30.345, 78.029)",30.3744,77.970971
DEHRADUN WORLD SCHOOL,UTTARAKHAND,BAGICHA ROAD NATHUAWALA DEHRADUN-248008,DEHRADUN,"(30.345, 78.029)",30.376342,78.02579
SHRI RAM CENTENNIAL SCHOOL,UTTARAKHAND,"VILLAGE SHERPUR, SHIMLA BYE PASS ROAD DEHRADUN-248197",DEHRADUN,"(30.345, 78.029)",30.289973,78.094583
MOUNT SINAI SCHOOL,UTTARAKHAND,KACHNALGAZI UDHAM SINGH NAGAR-244713,NAGAR,"(27.4247, 77.0995)",27.418756,77.147831
MARY MATA SCHOOL,UTTARAKHAND,"CHINYALISAUR.P.O, UTTARKASHI (DT) UTTARKHAND UTTARKASHI (DT) UTTARKASHI UTTARKASHI-249 196",UTTARKASHI,"(30.73, 78.45)",30.711251,78.42144
DOON HEMPTON SCHOOL,UTTARAKHAND,RAJIV JUYAL ROAD (NIRANJANPUR) MAJRA DEHRADUN DEHRADUN-248001,DEHRADUN,"(30.345, 78.029)",30.302235,78.019665
ALL SAINTS' SCHOOL,UTTARAKHAND,BHAGIRATHIPURAM TEHRI - GARHWAL DIST. TEHRI GARHWAL-249131,BHAGIRATHPUR,"(24.0912, 88.4947)",24.172375,88.474036
HILLVIEW INTERNATIONAL SCHOOL,UTTARAKHAND,"121 SOCIETY AREA, POST OFFICE ROAD, CLEMENT TOWN, DEHRADUN-248002",DEHRADUN,"(30.345, 78.029)",30.308266,78.113876
CHRIST ACADEMY,UTTARAKHAND,"CHRIST NAGAR, KOTHIYALSEN CHAMOLI-246 401",NAWA NAGAR NIZAMAT,"(26.2895, 84.9351)",26.221283,84.879644
LORETO CONVENT,WEST BENGAL,G.T. ROAD ASANSOL BARDHAMAN-713 301,ASANSOL,"(23.68, 86.99)",23.622476,86.916326
ST. VINCENT'S HIGH &TECHNICAL SCHOOL,WEST BENGAL,HILL VIEW PARK ASANSOL BARDHAMAN-713 301,ASANSOL,"(23.68, 86.99)",23.681428,87.026143
ST. PATRICK'S HIGHER SECONDARY SCHOOL,WEST BENGAL,G.T. ROAD ASANSOL BARDHAMAN-713 301,ASANSOL,"(23.68, 86.99)",23.582396,86.91877
ASSEMBLY OF GOD CHURCH SCHOOL,WEST BENGAL,G.T. ROAD (WEST) ASANSOL BARDHAMAN-713 304,ASANSOL,"(23.68, 86.99)",23.69822,87.081452
MARY IMMACULATE SCHOOL,WEST BENGAL,BERHAMPORE MURSHIDABAD-742 101,MURSHIDABAD,"(24.18, 88.27)",24.200066,88.316942
ST. XAVIER'S SCHOOL,WEST BENGAL,P.O. SRIPALLI BURDWAN BARDHAMAN-713 103,BARDDHAMAN,"(23.2333, 87.8667)",23.288858,87.932928
AUXILIUM CONVENT SCHOOL,WEST BENGAL,HOOGHLY P.O. BANDEL HOOGHLY-712 103,BADVEL,"(14.75, 79.05)",14.688351,79.067304
ASSEMBLY OF GOD CHURCH SCHOOL,WEST BENGAL,"125 / 1, PARK STREET KOLKATA NA-700 017",KOLKATA,"(22.5675, 88.37)",22.645327,88.451249
AUXILIUM CONVENT SCHOOL,WEST BENGAL,"10, P.K. GUHA ROAD DUM DUM KOLKATA NA-700 028",KOLKATA,"(22.5675, 88.37)",22.636765,88.449463
CALCUTTA BOYS' SCHOOL,WEST BENGAL,"72, SURENDRA NATH BANERJEE ROAD KOLKATA NA-700 014",KOLKATA,"(22.5675, 88.37)",22.652369,88.414478
CALCUTTA GIRLS' HIGH SCHOOL,WEST BENGAL,"118, PRINCEP STREET KOLKATA NA-700 072",KOLKATA,"(22.5675, 88.37)",22.558054,88.403526
OUR LADY QUEEN OF THE MISSIONS SCHOOL,WEST BENGAL,"34, SYED AMIR ALI AVENUE PARK CIRCUS KOLKATA NA-700 017",KOLKATA,"(22.5675, 88.37)",22.48991,88.309092
DON BOSCO SCHOOL,WEST BENGAL,"23, DARGA ROAD PARK CIRCUS KOLKATA NA-700 017",KOLKATA,"(22.5675, 88.37)",22.479708,88.359316
ELIAS MEYER F.S. & T.T.,WEST BENGAL,"50, BEPIN BIHARY GANGULY STREET KOLKATA NA-700 012",KOLKATA,"(22.5675, 88.37)",22.468074,88.291381
THE FRANK ANTHONY PUBLIC SCHOOL,WEST BENGAL,"171, ACHARYA JAGADISH CHANDRA BOSE ROAD KOLKATA NA-700 014",CHANDERA,"(25.0829, 78.9784)",25.007318,78.948102
LA MARTINIERE FOR BOYS,WEST BENGAL,"11, DR. U.N. BRAHMACHARI STREET KOLKATA NA-700 017",KOLKATA,"(22.5675, 88.37)",22.645582,88.326145
LA MARTINIERE FOR GIRLS,WEST BENGAL,"14, RAWDON STREET KOLKATA NA-700 017",KOLKATA,"(22.5675, 88.37)",22.664894,88.403883
LORETO DAY SCHOOL,WEST BENGAL,"DHARAMTALA 169, LENIN SARANI KOLKATA NA-700 013",KOLKATA,"(22.5675, 88.37)",22.621766,88.406168
LORETO CONVENT,WEST BENGAL,"ENTALLY ,TANGRA P. O. 1, CONVENT LANE KOLKATA NA-700 015",KOLKATA,"(22.5675, 88.37)",22.547617,88.279214
LORETO HOUSE,WEST BENGAL,"7, MIDDLETON ROW KOLKATA NA-700 071",KOLKATA,"(22.5675, 88.37)",22.553776,88.435438
LORETO DAY SCHOOL,WEST BENGAL,"9, ELLIOT ROAD KOLKATA NA-700 016",KOLKATA,"(22.5675, 88.37)",22.552154,88.421827
PRATT MEMORIAL SCHOOL,WEST BENGAL,"168, ACHARYA JAGDISH CHANDRA BOSE ROAD KOLKATA NA-700 014",CHANDERA,"(25.0829, 78.9784)",25.002168,79.003704
ST. JAMES' SCHOOL,WEST BENGAL,"165, ACHARYA JAGDISH CHANDRA BOSE ROAD KOLKATA NA-700 014",CHANDERA,"(25.0829, 78.9784)",25.140341,78.972909
ST. JOSEPH'S COLLEGE,WEST BENGAL,"69, BOW BAZAR STREET KOLKATA NA-700 012",KOLKATA,"(22.5675, 88.37)",22.499956,88.395977
ST. MARY'S ORPHANAGE AND DAY SCHOOL,WEST BENGAL,"103, DUM DUM ROAD KOLKATA NA-700 030",KOLKATA,"(22.5675, 88.37)",22.589767,88.402456
ST. MARY'S SCHOOL,WEST BENGAL,"91 / 1 B, MUZAFFAR AHMED STREET 92, RIPON STREET KOLKATA NA-700 016",KHARSOD B,"(23.2225, 75.386)",23.161659,75.398558
ST. PAUL'S MISSION SCHOOL,WEST BENGAL,"5, SCOTT LANE KOLKATA NA-700 009",KOLKATA,"(22.5675, 88.37)",22.542783,88.297406
ST. THOMAS' BOYS' SCHOOL,WEST BENGAL,"4, DIAMOND HARBOUR ROAD KIDDERPORE KOLKATA NA-700 023",KOLKATA,"(22.5675, 88.37)",22.661747,88.379821
ST. THOMAS' GIRLS' SCHOOL,WEST BENGAL,"4, DIAMOND HARBOUR ROAD KIDDERPORE KOLKATA NA-700 023",KOLKATA,"(22.5675, 88.37)",22.474976,88.366765
ST. TERESA'S SECONDARY SCHOOL,WEST BENGAL,"72, DIAMOND HARBOUR ROAD KIDDERPORE KOLKATA NA-700 023",KOLKATA,"(22.5675, 88.37)",22.619824,88.422988
ST. THOMAS' DAY SCHOOL,WEST BENGAL,"9, MIRZA GHALIB STREET KOLKATA NA-700 087",KOLKATA,"(22.5675, 88.37)",22.574888,88.34884
ST. XAVIER'S COLLEGIATE SCHOOL,WEST BENGAL,"30, PARK STREET KOLKATA NA-700 016",KOLKATA,"(22.5675, 88.37)",22.577967,88.426188
WELLAND GOULDSMITH SCHOOL,WEST BENGAL,"288, BEPIN BEHARI GANGULY STREET KOLKATA NA-700 012",KOLKATA,"(22.5675, 88.37)",22.591427,88.319208
ST. PAUL'S BOARDING & DAY SCHOOL,WEST BENGAL,"68, DIAMOND HARBOUR ROAD KIDDERPORE KOLKATA NA-700 023",KOLKATA,"(22.5675, 88.37)",22.480561,88.305299
THE ORAL SCHOOL FOR DEAF CHILDREN,WEST BENGAL,"4 B, SHORT STREET KOLKATA NA-700 016",KOLKATA,"(22.5675, 88.37)",22.5241,88.381595
JULIEN DAY SCHOOL,WEST BENGAL,"35 E, ELGIN ROAD KOLKATA NA-700 020",KOLKATA,"(22.5675, 88.37)",22.579758,88.372829
ARMENIAN COLLEGE AND PHILANTHROPIC ACADEMY,WEST BENGAL,"56 B, MIRZA GHALIB STREET KOLKATA NA-700 016",KOLKATA,"(22.5675, 88.37)",22.471772,88.421843
ST. AUGUSTINE'S DAY SCHOOL,WEST BENGAL,43 &47 -B RIPON STREET KOLKATA NA-700 016,KOLKATA,"(22.5675, 88.37)",22.630386,88.409054
ALBANY HALL PUBLIC SCHOOL,WEST BENGAL,"47, GORACHAND ROAD KOLKATA NA-700 014",KOLKATA,"(22.5675, 88.37)",22.564278,88.289707
GRACE LING LIANG ENGLISH SCHOOL,WEST BENGAL,"21 - B, HUGHES ROAD KOLKATA NA-700 046",KOLKATA,"(22.5675, 88.37)",22.588482,88.420771
THE PARK ENGLISH SCHOOL,WEST BENGAL,"115, 3RD FLOOR PARK STREET KOLKATA NA-700 016",KOLKATA,"(22.5675, 88.37)",22.516915,88.320717
ST. JOSEPH & MARY'S SCHOOL,WEST BENGAL,"586, BLOCK - N NEW ALIPORE KOLKATA NA-700 053",KOLKATA,"(22.5675, 88.37)",22.511278,88.437886
SRI RAM NARAYAN SINGH MEMORIAL HIGH SCHOOL,WEST BENGAL,"10, SIMLA STREET KOLKATA NA-700 006",KOLKATA,"(22.5675, 88.37)",22.485589,88.352723
SAIFEE GOLDEN JUBLIEE ENGLISH PUBLIC SCHOOL,WEST BENGAL,"9, PARK LANE KOLKATA NA-700 016",KOLKATA,"(22.5675, 88.37)",22.484453,88.349333
W.W.A. COSSIPORE ENGLISH SCHOOL,WEST BENGAL,"4, DUM DUM ROAD 59, SEVEN TANKS ESTATE KOLKATA NA-700 002",DUM DUMA,"(27.5688, 95.5566)",27.530933,95.591936
DOLNA DAY SCHOOL,WEST BENGAL,"P-5, C.I.T. SCHEME RASHBEHARI CONNECTOR KOLKATA NA-700 042",KATTANAM,"(9.1833, 76.55)",9.219205,76.57922
ORIENT DAY SCHOOL,WEST BENGAL,"33 B, JAMES LONG SARANI BEHALA KOLKATA NA-700 034",KOLKATA,"(22.5675, 88.37)",22.486789,88.418587
ST. HELEN SCHOOL,WEST BENGAL,"21 B, RANI SHANKARI LANE KOLKATA NA-700 026",KOLKATA,"(22.5675, 88.37)",22.578539,88.433044
SALT LAKE SCHOOL,WEST BENGAL,CA - 221 SALT LAKE CITY KOLKATA NA-700 064,KOLKATA,"(22.5675, 88.37)",22.482899,88.324818
LOYOLA HIGH SCHOOL,WEST BENGAL,"54 / 3, DIAMOND HARBOUR ROAD KOLKATA NA-700 027",KOLKATA,"(22.5675, 88.37)",22.618024,88.325796
SRI AUROBINDO INSTITUTE OF EDUCATION,WEST BENGAL,"9 - 12, C L - BLOCK SECTOR II, SALT LAKE CITY KOLKATA NA-700 091",SALT LAKE CITY,"(22.61, 88.4)",22.606494,88.468155
