name,state,city,address,city_location,latitude,longitude
JAWAHAR NAVODAYA VIDYALAYA,WEST BENGAL,BHUBANESWAR,CHHEBBISAY DARJEELING WEST BENGAL,"(20.27, 85.84)",20.353599,85.768055
JAWAHAR NAVODAYA VIDYALYA,HARYANA,PANCHKULA,KAREERA P O KOTIA DT. MOHINDERGARH HARYANA,"(30.74, 76.8)",30.831982,76.807244
"AMITY INTERNATIONAL SCHOOL, LUCKNOW",UTTAR PRADESH,ALLAHABAD,"VIRAJ KHAND-5, GOMTI NAGAR","(25.4358, 81.8463)",25.350877,81.804783
GLOBAL PUBLIC SCHOOL,KERALA,TRIVANDRUM,"OEN JN, CHOTTANIKKARA ROAD, THIRUVANIYOOR","(8.5241, 76.9366)",8.574892,76.855289
LORD GANESHA ENGLISH SCHOOL JAMNER,MAHARASHTRA,CHENNAI,"KESHAR KASTURI PARK, FATTEPUR ROAD, JAMNER","(13.0825, 80.275)",13.039878,80.322357
SHREE BASAVESHWAR PUBLIC SCHOOL,KARNATAKA,CHENNAI,"RATHA MAIDAN ROAD, BASAVAKALYAN BIDAR","(13.0825, 80.275)",12.998279,80.248227
GOYAL PUBLIC SCHOOL,UTTAR PRADESH,DEHRADUN,DHAMPUR ROAD NAGINA DISTT DISTT BIJNOUR UTTAR PRADESH,"(30.345, 78.029)",30.421205,78.058668
GOVT BOYS SEC SCHOOL NO-2,DELHI,DELHI,SUBHASH NAGAR NEW DELHI,"(28.61, 77.23)",28.534757,77.290348
JAWAHAR NAVODAYA VIDYALAYA,ARUNACHAL PRADESH,GUWAHATI,"KHAPHO,BRANCH PO TISSA, DISTT. LONGDING,  ARUNACHAL PRADESH","(26.1722, 91.7458)",26.129292,91.713993
SHRADDHA MANDIR HIGH SCHOOL,HARYANA,PANCHKULA,"BHARAT COLONY, SEC-87, FARIDABAD","(30.74, 76.8)",30.837146,76.725894
ST. MARYS INTER COLLEGE,UTTAR PRADESH,ALLAHABAD,VASTU KHAND - 2 GOMTINAGAR (OPP KATHAUTA LAKE),"(25.4358, 81.8463)",25.533845,81.831275
ANGLO ARABIC SR SEC SCHOOL,DELHI,DELHI,AJMERI GATE DELHI,"(28.61, 77.23)",28.633973,77.276648
D.C. MONTESSI SCHOOL,CHANDIGARH,PANCHKULA,"POCKET-II & III, MMJ, MANIMAJRA","(30.74, 76.8)",30.660089,76.812835
K L E SOCIETYS SCHOOL,KARNATAKA,CHENNAI,"S NIJALINAGAPNA COLLEGE CAMPUS II  BLOCK RAJAJI NAGAR, DISTT BANGALORE, KARNATAKA","(13.0825, 80.275)",12.994816,80.222692
DABBLE PUBLIC SCHOOL,UTTAR PRADESH,ALLAHABAD,"VILLAGE & POST BANTHARA, DISTT LUCKNOW, UTTAR PRADESH","(25.4358, 81.8463)",25.476226,81.866792
AKAL ACADEMY NAWANPIND SUJANPUR,PUNJAB,PANCHKULA,"AKAL ACADEMY NAVAN PIND SUJANPUR NEAR POWER HOUSE COLONY, TEHSIL & DISTT. PATHANKOT","(30.74, 76.8)",30.682542,76.849121
MAHARSHI PATANJALI VIDYAMANDIR GANGA GURUKULAM,UTTAR PRADESH,ALLAHABAD,GADDOPUR PHAPHAMAU ALLAHABAD UTTAR PRADESH,"(25.4358, 81.8463)",25.491614,81.75124
SUDDHANANDA VIDYALAYA,ODISHA,BHUBANESWAR,AT-MADHAPUR(GANDHICHHAK) PO/DIST-JAGATSINGHPUR,"(20.27, 85.84)",20.366086,85.887888
LITTLE FLOWER SCHOOL,RAJASTHAN,AJMER,"LITTLE FLOWER SCHOOL , PB NO 18, DEEN DAYAL NAGAR, JHUNJHUNU, RAJASTHAN, 333 001","(26.4499, 74.6399)",26.535789,74.628491
GOVT GIRLS SR.SEC  SCHOOL NO 2,DELHI,DELHI,SECT V DR. AMBEDKAR NAGAR NEW DELHI,"(28.61, 77.23)",28.515053,77.145652
MATHIOLI VIDHYA BHAVAN,TELANGANA,CHENNAI,JBS PEACOCK VALLEY,"(13.0825, 80.275)",13.06701,80.319865
GOVT SARVODAYA GIRLS SR SEC SCHOOL,DELHI,DELHI,B-BLK NAND NAGRI DELHI,"(28.61, 77.23)",28.538977,77.19169
YOGINATH VIDYA PEETH,UTTAR PRADESH,DEHRADUN,SARURPUR KALAN,"(30.345, 78.029)",30.375261,78.089291
APEEJAY SCHOOL,WEST BENGAL,BHUBANESWAR,BG-180 SECTOR II KOLKATA WEST BENGAL,"(20.27, 85.84)",20.170569,85.92027
YASH ENGLISH ACADEMY,MAHARASHTRA,CHENNAI,DHAMNAVNE-KAPILA PARK,"(13.0825, 80.275)",13.181014,80.28836
AKAL ACADEMY,PUNJAB,PANCHKULA,"VPO BAKARWAL, TEHSIL DHARMKOT, DISTT. MOGA","(30.74, 76.8)",30.672654,76.801464
GRACE VALLEY PUBLIC SCHOOL,KERALA,TRIVANDRUM,"MARAVATTAM, P.O. CHENGOTTOOR, MALAPPURAM DT, PIN:676503 KERALA","(8.5241, 76.9366)",8.600509,76.936687
SHANTINIKETAN PUBLIC SCHOOL,KARNATAKA,CHENNAI,"PARISHWAD ROAD, KHANAPUR, DIST:BELGAUM, KARNATAKA, 591302","(13.0825, 80.275)",13.125064,80.284342
JAGRAN PUBLIC SCHOOL,UTTAR PRADESH,ALLAHABAD,"VIRAJ KHAND, GOMTINAGAR, LUCKNOW - 226010","(25.4358, 81.8463)",25.337368,81.911678
KENDRIYA VIDYALAYA,TAMILNADU,CHENNAI,"NAGERCOIL, KONAM (PO), KANYAKUMARI DISTT.,  TAMILNADU","(13.0825, 80.275)",13.118409,80.277175
"SHARDA VIDYA MANDIR, HR. SEC. SCHOOL",MADHYA PRADESH,AJMER,"STATION ROAD, SEHORE ( M.P.)","(26.4499, 74.6399)",26.534043,74.5979
JAWAHAR NAVODAYA VIDYALAYA,KERALA,TRIVANDRUM,NAVODAYA NAGAR PERIYE POST KASARAGOD DISTT KERALA,"(8.5241, 76.9366)",8.572334,76.896434
NIRMAL ASHRAM GYAN DAAN ACADEMY,UTTARAKHAND,DEHRADUN,VILL KHAIRI KALAN PO. SATYANARAIN,"(30.345, 78.029)",30.351347,78.071338
OUR OWN ENGLISH HIGH SCHOOL,FOREIGN SCHOOLS,DELHI,OLD SAROOJ DISTT P O BOX 80369 AL-AIN ABU DHABI (U A E),"(28.61, 77.23)",28.644354,77.275379
RYAN INTERNATIONAL SCHOOL,DELHI,DELHI,"SECTOR B KONDLI GHAROLI MAYUR VIHAR PHASE III, DISTT EAST DELHI, DELHI","(28.61, 77.23)",28.525262,77.17291
NEW ERA PUBLIC SENIOR SECONDARY SCHOOL,HARYANA,PANCHKULA,"VILLAGE GUJARWAS, P.O. NAHAR, TEHSIL KOSLI, DIST. REWARI, PIN-123303","(30.74, 76.8)",30.803821,76.841719
B D PUBLIC SCHOOL,BIHAR,PATNA,PANAPUR LANGA DISTT VAISHALI HAJIPUR BIHAR,"(25.6, 85.1)",25.664541,85.124738
EMINENT ENGLISH MEDIUM SCHOOL,UTTAR PRADESH,ALLAHABAD,"VILL- RAIPUR, POST- JAMALAPUR, DISTT- JAUNPUR","(25.4358, 81.8463)",25.411654,81.781919
NK ACADEMY,MAHARASHTRA,CHENNAI,"21,VIDYA NAGAR,KORADI ROAD","(13.0825, 80.275)",13.10656,80.231882
SREE NARAYANA TRUST CENTRAL SCHOOL,KERALA,TRIVANDRUM,"SHURANUR PALAKKAD DISTT., KERALA","(8.5241, 76.9366)",8.61413,76.89301
SAINIK SCHOOL,TAMILNADU,CHENNAI,AMARAVATHI NAGAR  P.O UDUMALPET TALUK TAMILNADU TAMIL NADU,"(13.0825, 80.275)",13.173434,80.218781
KAILASH MAANSAROVAR SCHOOL,TAMILNADU,CHENNAI,"KUMARAGIRI BYE PASS, NEAR UDAYAPATTY POWER HOUSE,  AMMAPET VILLAGE,","(13.0825, 80.275)",13.004663,80.363336
OUR LADY OF PILLAR CONVENT SCHOOL,RAJASTHAN,AJMER,"GANGANA ROAD, PAL VILLAGE, JODHPOUR (RAJ.)","(26.4499, 74.6399)",26.413493,74.665172
D A V PUBLIC SCHOOL,UTTAR PRADESH,ALLAHABAD,"P BLOCK, SECTOR-XII, PRATAP VIHAR, GHAZIABAD (UTTAR PRADESH)","(25.4358, 81.8463)",25.467016,81.850859
G M A CITY PUBLIC SCHOOL,PUNJAB,PANCHKULA,SINGRIWALA JALANDHAR ROAD HOSIARPUR PUNJAB,"(30.74, 76.8)",30.689479,76.89575
"ST. JOSEPH'S CONVENT SCHOOL, KOTMA",MADHYA PRADESH,AJMER,"JOSEPH NAGAR, MANEDRAGARH ROAD, KOTMA P.O. 484334 ANNUPPUR DISTT. M.P.","(26.4499, 74.6399)",26.437679,74.616936
JAWAHAR NAVODAYA VIDYALAYA,BIHAR,PATNA,RAJGIR P O NALANDA DISTT BIHAR,"(25.6, 85.1)",25.6034,85.087419
SCOTTISH PUBLIC SCHOOL,BIHAR,PATNA,AT-RAJUKHAR PO+PS- ARARIA R.S.,"(25.6, 85.1)",25.658873,85.069939
"NEW ERA PUBLIC SCHOOL, DWARKA",DELHI,DELHI,"POCHANPUR, SECTOR-24, PHASE-II, DWARKA, NEW DELHI-75","(28.61, 77.23)",28.648009,77.179348
AIR FORCE SCHOOL,UTTAR PRADESH,DEHRADUN,AFS SARSAWA SAHARANPUR UTTAR PRADESH,"(30.345, 78.029)",30.415904,78.114219
"BLACK DIAMOND PUBLIC SCHOOL,",BIHAR,PATNA,"AT-GADI KATAUNA PO-KATAUNA JAMUI, BIHAR","(25.6, 85.1)",25.521869,85.091131
MAA UMIYA PATIDAR GIRLS HIGHER SECONDARY SCHOOL,MADHYA PRADESH,AJMER,"UMIYA DHAM, VILLAGE RANGWASA, RAU, INDORE","(26.4499, 74.6399)",26.524885,74.738188
CENTRAL SCHOOL FOR TIBETANS,KARNATAKA,CHENNAI,CAUVERY VALLEY PROJECT BYLAKUPPE P.O MYSORE DIST. KARNATAKA,"(13.0825, 80.275)",13.071136,80.318253
SWAMI VIVEKANAND GOVT MODEL SCHOOL,RAJASTHAN,AJMER,"BLOCK BALOTRA, DIST., BARMER, RAJASTHAN","(26.4499, 74.6399)",26.413475,74.646956
KENDRIYA VIDYALAYA,ASSAM,GUWAHATI,SILCHAR TARAPUR SILCHAR DT- CACHAR ASSAM,"(26.1722, 91.7458)",26.078005,91.807404
PRIVATE INTERNATIONAL ENGLISH SCHOOL,FOREIGN SCHOOLS,DELHI,"MUSAFFAH, SECTOR 9, SHABIYA PO-039 972, ABU DHABI","(28.61, 77.23)",28.608617,77.215309
SHREE GURUKRUPA VIDHYA SANKUL,GUJARAT,AJMER,"65/2, NR. MONARCH WORK SHOP, B/H GAYATRI SOCIETY, UDHNA, SURAT","(26.4499, 74.6399)",26.465589,74.699083
SHARDA GLOBAL SCHOOL,JHARKHAND,PATNA,"BUKRU,KANKE","(25.6, 85.1)",25.574327,85.030491
EKLAVYA MODEL RESIDENTIAL SCHOOL,MADHYA PRADESH,AJMER,GHANSORE (T W D) DISTT SEONI MADHYA PRADESH,"(26.4499, 74.6399)",26.525345,74.698144
ASSAM RIFLES HIGH SCHOOL,NAGALAND,GUWAHATI,PO NAGINIMA DISTT MON NAGALAND,"(26.1722, 91.7458)",26.202716,91.6706
GOVT BOYS  SEC SCHOOL,DELHI,DELHI,MATIA MAHAL SCHOOL PIWALAN COMPLEX JAMA MASJID (U.M.II) DELHI,"(28.61, 77.23)",28.572682,77.306725
CARMAL CENTRAL SCHOOL,KERALA,TRIVANDRUM,"PAYYANAMON P.O PATHANAMTHITTA (DIST.) KERALA STATE,  PIN:689692","(8.5241, 76.9366)",8.584984,76.982211
"DR. RAM CHANDRA VIDYAPEETH SENIOR SECONDARY SCHOOL, MADAN HERI, TEH HANSI, HISAR(HARYANA)",HARYANA,PANCHKULA,VPO-MADANHERI TEHSIL-HANSI HISSAR,"(30.74, 76.8)",30.651033,76.815957
HARIHAR SINGH ACADEMY,UTTAR PRADESH,ALLAHABAD,TISAURA POST-CHOLAPUR VARANASI,"(25.4358, 81.8463)",25.526949,81.860282
DWARIKA PUBLIC SCHOOL,UTTAR PRADESH,DEHRADUN,MEERUT ROAD MAWANA UTTAR PRADESH,"(30.345, 78.029)",30.308217,78.021162
THE MADHUMANGOL MEMORIAL HIGHER SECONDARY SCHOOL,MANIPUR,GUWAHATI,"YAIRIPOK ROAD WANGKHEI, IMPHAL EAST MANIPUR","(26.1722, 91.7458)",26.151848,91.84211
"AMRITA VIDYALAYAM,",TAMILNADU,CHENNAI,"TIRUCHIRAPALLI SOLANGANALUR VILLAGE, MALLIYAMPATH POST, RETTAI VAIKAL, VAYALUR ROAD","(13.0825, 80.275)",13.001849,80.288866
MLD INTERNATIONAL ACADEMY,RAJASTHAN,AJMER,MLD INTERNATIONAL ACADEMY AJMER ROAD TOLL NAKA KEKRI,"(26.4499, 74.6399)",26.41015,74.720339
GOVT SARVODAYA GIRLS SR SEC SCHOOL,DELHI,DELHI,KEDAR BLDG SUBZI MANDI DELHI,"(28.61, 77.23)",28.691171,77.187475
BHARATIYA VIDYA BHAVANS PUBLIC SCHOO,TELANGANA,CHENNAI,B.H.E.L.TOWNSHIP   R.C.PURAM HYDERABAD ANDHRA PRADESH,"(13.0825, 80.275)",13.056401,80.194746
NEUGAL PUBLIC SENIOR SECONDARY SCHOOL,HIMACHAL PRADESH,PANCHKULA,"V.P.O. BINDERABAN, TEH. PALAMPUR, DISTT KANGRA, HIMACHAL PRADESH","(30.74, 76.8)",30.818655,76.734741
KENDRIYA VIDYALAYA,WEST BENGAL,BHUBANESWAR,BEMANGACHI P O SALKIA HAWRAH WEST BENGAL,"(20.27, 85.84)",20.207141,85.931522
"C.R. PUBLIC SCHOOL, HISAR",HARYANA,PANCHKULA,"RAJGARH ROAD ,HISSAR, HARYANA","(30.74, 76.8)",30.685476,76.814223
MUMTAZ MODERN SECONDARY SCHOOL,UTTAR PRADESH,DEHRADUN,VILL IKROTIYA PO ASMOLI TEH SAMBHAL DISTT SAMBHAL UP,"(30.345, 78.029)",30.339492,78.071895
ST FARID PUBLIC SCHOOL,PUNJAB,PANCHKULA,KHANNA ROAD AMLOH DISTT FATEHGARH SAHIB PUNJAB,"(30.74, 76.8)",30.718253,76.801681
GOVT GURUKUL HIGHER SECONDARY SCHOOL,CHATTISGARH,BHUBANESWAR,PENDRA BILASPUR CHHATTISGARH,"(20.27, 85.84)",20.257669,85.899579
BILLABONG HIGH INTERNATIONAL SCHOOL,PUDUCHERRY,CHENNAI,"THIRD CROSS, J.J. NAGAR, MOOLAKULAM, OULGARET MUNICIPALITY","(13.0825, 80.275)",13.031459,80.258696
INFANT JESUS SCHOOL,HARYANA,PANCHKULA,SANJOE PURAM CHANDPUR FARIDABAD HARYANA,"(30.74, 76.8)",30.67106,76.860946
THE NGP SCHOOL,TAMILNADU,CHENNAI,DR. NGP NAGAR KALAPATTI ROAD,"(13.0825, 80.275)",13.083008,80.275281
KENDRIYA VIDYALAYA NO 2 (ARMY),RAJASTHAN,AJMER,"JODHPUR, NEAR KONARK AUDITORIUM, PO SARAN NAGAR, ARMY AREA, SHIKARGARH, JODHPUR, RAJASTHAN","(26.4499, 74.6399)",26.544166,74.567883
SRI GURU HARKRISHAN INTERNATIONAL SCHOOL,PUNJAB,PANCHKULA,BEHRAMPUR ROAD VILL BARNALA GURDASPUR,"(30.74, 76.8)",30.836405,76.761081
GIAN JYOTI GLOBAL SCHOOL,PUNJAB,PANCHKULA,PHASE II SAS NAGAR  MOHALI PUNJAB,"(30.74, 76.8)",30.693099,76.798815
SARVODAY NIKETAN,JHARKHAND,PATNA,"P.O.-KUJU,DATMA MORE(USHA TOWER) DIST- RAMGARH (JHARKHAND)","(25.6, 85.1)",25.658999,85.122181
S.R. VIDYAPEETH,BIHAR,PATNA,"NURUDDINPUR, PO-BHOJPUR, PS-KHUSRUPUR","(25.6, 85.1)",25.607893,85.113858
GOVT. GIRLS SR. SEC. SCHOOL,DELHI,DELHI,LALITA PARK DELHI,"(28.61, 77.23)",28.518404,77.160316
MAHARISHI VIDYA MANDIR,HARYANA,PANCHKULA,MAHARISHI DAYANAND ROAD JAGADHRI YAMUNA NAGAR HARYANA,"(30.74, 76.8)",30.693605,76.850497
THE ADARSH SCHOOL,DELHI,DELHI,RAMA ROAD KIRTI NAGAR NEW DELHI,"(28.61, 77.23)",28.675998,77.186867
SHRI P. G. PUBLIC SCHOOL,MAHARASHTRA,CHENNAI,CHAUPALE,"(13.0825, 80.275)",13.01013,80.29247
KENDRIYA VIDYALAYA,UTTAR PRADESH,DEHRADUN,PUNJAB LINES MEERUT CANTT UTTAR PRADESH,"(30.345, 78.029)",30.294315,78.035313
RISE ACADEMY SCHOOL,HARYANA,PANCHKULA,SAMPLA BYE PASS SAMPLA DISTT ROHTAK HARYANA,"(30.74, 76.8)",30.700742,76.841214
MHDC SARASWATI BAL MANDIR,DELHI,DELHI,"B-1 JANAKPURI, WEST DELHI, NEW DELHI -110058","(28.61, 77.23)",28.571206,77.135726
SHEMFORD FUTURISTIC SCHOOL,TAMILNADU,CHENNAI,"BY-PASS ROAD, C. THANDESWARANALLUR,","(13.0825, 80.275)",13.00709,80.298308
JINDAL VIDYA MANDIR,MAHARASHTRA,CHENNAI,JSWEL TOWNSHIP ZONE-I VILLAGE CHEFERI POST JAIGAD DISTT RATNAGIRI,"(13.0825, 80.275)",13.128504,80.221763
KENDRIYA VIDYALAYA NO 1,RAJASTHAN,AJMER,AIR FORCE STATION JODHPUR RAJASTHAN,"(26.4499, 74.6399)",26.401687,74.668327
SREE NARAYANA ENGLISH MEDIUM SCHOOL,KERALA,TRIVANDRUM,NIRMALGIRI P.O.KUTHUPARAMBA KANNUR DISTT KERALA,"(8.5241, 76.9366)",8.496449,77.024706
WOOD STOCK PUBLIC SCHOOL,PUNJAB,PANCHKULA,"ANARKALI ROAD, GURDAS PUR, PUNJAB","(30.74, 76.8)",30.67525,76.735937
ST. XAVIER'S SCHOOL,RAJASTHAN,AJMER,BEHROR ALWAR DISTRICT RAJASTHAN,"(26.4499, 74.6399)",26.437585,74.656358
S.N. MEMORIAL INTERNATIONAL SCHOOL,BIHAR,PATNA,"DR P MEHRA ROAD,NEW KARMAN TOLA, ARA","(25.6, 85.1)",25.664072,85.01231
GOVT BOYS SR.SEC SCHOOL NO-2,DELHI,DELHI,GHONDA DELHI,"(28.61, 77.23)",28.649646,77.233581
LITTLE ROSE ENGLISH MEDIUMSCHOOL,CHATTISGARH,BHUBANESWAR,"P/0. PATHALGAON, DIST. JASHPUR (CHHATTISHGARH)","(20.27, 85.84)",20.253422,85.743502
C.K.C ACADEMY,UTTAR PRADESH,ALLAHABAD,19 CIVIL LINES,"(25.4358, 81.8463)",25.341497,81.847403
BAL VIKAS VIDYALAYA,BIHAR,PATNA,SHERSHAH ROZA PATH SASARAM ROHTAS BIHAR,"(25.6, 85.1)",25.667696,85.074368
BHARTIYA PUBLIC SCHOOL,HARYANA,PANCHKULA,S D COLLEGE ROAD AMBALA CANTT HARYANA,"(30.74, 76.8)",30.694691,76.889413
KENDRIYA VIDYALAYA,UTTAR PRADESH,DEHRADUN,CIRCULAR ROAD MUZAFFARNAGAR UTTAR PRADESH,"(30.345, 78.029)",30.37311,78.08023
GOOD SHEPHERD PUBLIC SCHOOL,RAJASTHAN,AJMER,ADJOINING PADHIMATHI BED COLLEGE SECTOR 8 JAWHARNAGAR SRI GANGANAGAR RAJASTHAN,"(26.4499, 74.6399)",26.432028,74.716269
DELHI PUBLIC SCHOOL GURDASPUR,PUNJAB,PANCHKULA,"BEHRAMPUR ROAD, GURDASPUR","(30.74, 76.8)",30.73534,76.793656
LOYOLA SCHOOL,KERALA,TRIVANDRUM,SREEKARIYAM PO THIRUVANANTHAPURAM KERALA,"(8.5241, 76.9366)",8.619488,76.851475
JAWAHAR NAVODAYA VIDYALAYA,ODISHA,BHUBANESWAR,KOLABNAGAR DISTT KORAPUT ORISSA,"(20.27, 85.84)",20.305332,85.861373
DON BOSCO SCHOOL,BIHAR,PATNA,"BIBI PAKAR, P.O.-LALBAGH, DARBHANGA","(25.6, 85.1)",25.675216,85.015131
BASAVA INTERNATIONAL SCHOOL,DELHI,DELHI,"SITE NO. 1, SECTOR-23, DWARKA, DISTT SOUTH WEST DELHI, DELHI","(28.61, 77.23)",28.622453,77.220263
LOURDES MATA CENTRAL SCHOOL,KERALA,TRIVANDRUM,"KOVILTTOTHAM, CHAVARA P.O,KOLLAM","(8.5241, 76.9366)",8.519886,76.881831
GOVT HIGH SCHOOL,CHANDIGARH,PANCHKULA,"SECT 52, CHANDIGARH","(30.74, 76.8)",30.836571,76.867124
RASHTRIYA SENIOR SECONDARY SCHOOL,HARYANA,PANCHKULA,VPO KHANDORA,"(30.74, 76.8)",30.673258,76.73296
THE GEEKAY WORLD SCHOOL,TAMILNADU,CHENNAI,"450/A/A-1-2, LALAPET ROAD, AMMOOR VILLAGE, RANI WALAJAH TALUK, NORTH ARCOK AMBEDKAR , DIST. VELLOR, TAMIL NADU-632 501","(13.0825, 80.275)",13.069745,80.211668
WOODWARD PUBLIC SCHOOL,UTTAR PRADESH,ALLAHABAD,"CIVIL LINES, POWER HOUSE ROAD, SANT RAVIDAS NAGAR, BHADOHI","(25.4358, 81.8463)",25.43925,81.799353
SUNRISE VILLE SCHOOL,UTTAR PRADESH,DEHRADUN,"K-BLOCK SECTOR-25 NOIDA, GAUTAM BUDH NAGAR, UTTAR PRADESH","(30.345, 78.029)",30.263102,77.951986
GOVT SR SEC SCHOOL,SIKKIM,GUWAHATI,RANIPOOL EAST SIKKIM,"(26.1722, 91.7458)",26.153523,91.811889
"ODISHA ADARSHA VIDYALAYA,",ODISHA,BHUBANESWAR,"AT-BADAAGULA, PO-KABISURANAGAR, DISTT. GANJAM, ODISHA-761104","(20.27, 85.84)",20.239309,85.809431
SRI SANJEEV PUBLIC SCHOOL,KARNATAKA,CHENNAI,"GULBARGA ROAD,LINGASUGUR,584122","(13.0825, 80.275)",13.113073,80.289254
KENDRIYA VIDYALAYA,WEST BENGAL,BHUBANESWAR,N T P C FARAKKA P O PUBARAN MALDA DISTT WEST BENGAL,"(20.27, 85.84)",20.216039,85.912411
SHREEVALLABH SANSKAR DHAMS SMT. SHOBHABEN PRATAPBHAI PATEL DAY BOARDING SCHOOL,GUJARAT,AJMER,KILLA-PARDI VALSAD,"(26.4499, 74.6399)",26.5078,74.577584
GOVERNMENT BOYS SECONDARY SECONDARY SCHOOL,DELHI,DELHI,"DEENDARPUR, NEW DELHI-110043","(28.61, 77.23)",28.612792,77.277647
TIBETAN CHILDREN'S VILLAGE SCHOOL,UTTARAKHAND,DEHRADUN,PO SELAKUI DISTT DEHRADUN UTTRANCHAL,"(30.345, 78.029)",30.310297,77.95827
INDIAN SCHOOL,FOREIGN SCHOOLS,DELHI,AL SEEB PO BOX 2445 PC 111 SEEB SULTANATE OF OMAN,"(28.61, 77.23)",28.531793,77.313463
PIONEER CONVENT SCHOOL,HARYANA,PANCHKULA,"SECTOR-11, BIGHAR ROAD, FATEHABAD","(30.74, 76.8)",30.792207,76.887191
HIMGIRI ADVANCE STUDIES AND SPORTS SCHOOL,UTTARAKHAND,DEHRADUN,"OPP. LANDHURA RAILWAY STATION, ROORKEE DISTT. HARIDWAR, UTTARAKHAND","(30.345, 78.029)",30.364369,78.033255
GOVT. CO-EDN SR SEC SCHOOL,SIKKIM,GUWAHATI,TADONG EAST SIKKIM,"(26.1722, 91.7458)",26.139241,91.648783
ST MARY'S SCHOOL,UTTAR PRADESH,DEHRADUN,DILARI MILAKKHANAM BILASPUR DISTT RAMPUR UP,"(30.345, 78.029)",30.371141,77.962829
TEXMACO DPS INTERNATIONAL SCHOOL,FOREIGN SCHOOLS,DELHI,DESA KIARA PAYUNG KEC KLARI KARAWANG TIMUR 41300 INDONESIA,"(28.61, 77.23)",28.662671,77.20847
SRI TVS RAO SRIKRISHNA VIDYA MANDIR,ANDHRA PRADESH,CHENNAI,DWARAKA NAGAR VISAKHAPATNAM ANDHRA PRADESH,"(13.0825, 80.275)",13.075627,80.19342
GOVT SECONDARY SCHOOL,ANDAMAN & NICOBAR,CHENNAI,VIVEKANANDAPUR VIA HUTBAY LITTLE ANDAMAN A & N ISLANDS,"(13.0825, 80.275)",13.134133,80.317449
GOVERNMENT GIRLS SENIOR SECONDARY SCHOOL,DELHI,DELHI,"SECT-4, R K PURAM, NEW DELHI-110022","(28.61, 77.23)",28.661513,77.257204
STEPPING STONES HIGH SCHOOL,ANDHRA PRADESH,CHENNAI,D.NO.5-79/2 TETALI TANUKU MANDAL,"(13.0825, 80.275)",13.062822,80.360573
KENDRIYA VIDYALAYA,MADHYA PRADESH,AJMER,92 CUNNINGHAM ROAD OPP SWARG MANDIR MHOW DISTT INDORE MADHYA PRADESH,"(26.4499, 74.6399)",26.395518,74.549381
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,BHUBANESWAR,"SULENGA, BLOCK & DISTT- NARAYAN PUR, CHHATTISGARH","(20.27, 85.84)",20.198884,85.82807
"INFANT JESUS CENTRAL SCHOOL, THUVAYOOR",KERALA,TRIVANDRUM,"THUVAYOOR, KADAMPANAD (P.O.), PATHANAMTHITTA (DIST)","(8.5241, 76.9366)",8.619426,77.033016
KERALA EDUCATION SOCIETY SCHOOL,DELHI,DELHI,SECTOR VIII R K PURAM NEW DELHI,"(28.61, 77.23)",28.65511,77.136437
NEW DELHI PUBLIC SCHOOL,HARYANA,PANCHKULA,"VILLAGE BHANGURI, PALWAL-HATHIN ROAD","(30.74, 76.8)",30.8088,76.740875
ST THOMAS ACADEMY,UTTAR PRADESH,DEHRADUN,BEHAT ROAD SAHARANPUR UTTAR PRADESH,"(30.345, 78.029)",30.428719,77.931502
GURU RAMDAS INTERNATIONAL PUBLIC SCHOOL,PUNJAB,PANCHKULA,VILLAGE MALPUR,"(30.74, 76.8)",30.791735,76.896899
ST. ANTHONYS CONVENT SCHOOL JODHPUR,RAJASTHAN,AJMER,ST.ANTHONYS CONVENT SCHOOL SHIV NAGAR BASNI 1 PHASE JODHPUR,"(26.4499, 74.6399)",26.524316,74.575748
"DAV PUBLIC SCHOOL, PARADEEP PORT,PARADEEP",ODISHA,BHUBANESWAR,"VPOINT BADAPADIA, KUJANG, JATSINGHPUR","(20.27, 85.84)",20.284134,85.913822
KENDRIYA VIDYALAYA,GUJARAT,AJMER,"SHARDAPEETH COLLEGE CAMPUS, DWARKA, GUJRAT","(26.4499, 74.6399)",26.440569,74.659012
GOVT GIRLS SR SEC SCHOOL,DELHI,DELHI,JHILMIL COLONY DELHI,"(28.61, 77.23)",28.649123,77.160182
GOVT BOYS SR. SEC. SCHOOL,DELHI,DELHI,"TEKHAND, DELHI-110020","(28.61, 77.23)",28.661661,77.161649
MOTHER ALEXIA ENGLISH MEDIUM SCHOOL,KERALA,TRIVANDRUM,CHAYOTH,"(8.5241, 76.9366)",8.442564,76.862967
ARWACHIN BHARTI BHAWAN SR SEC SCH,DELHI,DELHI,"C-BLOCK VIVEK VIHAR, DIST EAST DELHI, DELHI","(28.61, 77.23)",28.590469,77.316347
GURU RAM DASS PUBLIC SCHOOL,HARYANA,PANCHKULA,"VILLAGE PANA, POST OFFICE PIPLI, SIRSA, HARYANA","(30.74, 76.8)",30.778732,76.894491
SACRED HEART CONVENT SCHOOL,UTTAR PRADESH,ALLAHABAD,TRANSPORT NAGAR MOHANPUR P.O.,"(25.4358, 81.8463)",25.367641,81.751025
S.D. MODEL SCHOOL,PUNJAB,PANCHKULA,"NEW SANT NAGAR, VILLAGE JASSRAN","(30.74, 76.8)",30.767717,76.810345
